	RVIS	missense-Z	pLi	Phi	LofTool	s_het	Blomen KBM7	Wang KBM7	Wang K562	Wang Jiyoye	Wang Raji	Hart HCT116	Hart HeLa	Hart GBM	Hart RPE1	Hart DLD1	Dickinson_EG
ENSG00000189319	28.7211613799999	1.259608	0.400479602	0.205302850258673	0.806999999999999	0.04825672	-0.556640812	-0.01	0.498	-0.364	-0.039	-33.043	-75.002	-7.692	-43.42	-9.078	0
ENSG00000165792	36.69658454	0.844878208	5.78E-08	2.50E-09		0.004278597	-0.378947368	1.215	1.2	0.911	0.655	85.771	20.638	11.521	-49.452	6.499	
ENSG00000141013	3.07812782	-2.257209136	8.04E-08	4.65E-06	0.221999999999999	0.00707468	-0.517628205	0.463	0.861	0.086	0.206	-2.296	-13.495	-0.533	-3.466	-7.799	
ENSG00000142910	76.1460153	1.889126274	0.245105548	0.008426183553538	0.625	0.035278366	-0.565217391	0.28	0.284	0.127	-0.013	-73.838	-28.978	-28.236	-43.743	-21.602	
ENSG00000177212	2.98174808999999	3.171087625	0.016492203	2.21E-05	0.04	0.030476802											
ENSG00000127054	93.482320342	1.070880616	5.79E-09	7.91E-14	0.189999999999999	0.004533236	-0.2	1.958	1.85	2.027	2.531	172.233	54.451	2.466	11.925	20.974	
ENSG00000165527	61.28546473	3.939862052	0.600609559	0.777366444986061		0.184163322	-0.40625	0.224	0.457	0.7	0.547	-36.756	-30.067				1
ENSG00000180176	35.9436178499999	0.137896998	0.004098744	0.143050854862667	0.981	0.016819869	-0.493670886	0.052	-0.246	-0.347	0.02	-51.02	-51.114	-25.939	34.485	-13.98	1
ENSG00000050820	24.4382868499999	-0.883790655	0.992956578	0.99984031504669	0.842	0.168511799	-0.439034899	0.018	0.124	-0.459	-0.068	-52.427	-4.351	12.173	-9.664	-7.412	1
ENSG00000197217	16.8303114299999	-0.664753097	2.07E-11	2.29E-11	0.052	0.005603639	-0.512238806	-0.111	-0.137	-0.507	-0.132	-112.966	-24.25	-20.779	-30.398	-14.754	
ENSG00000182173	2.58418168	0.660613503	1.76E-05	1.66E-07	0.440999999999999	0.008599807	-0.035714286	2.133	1.895	1.775	1.448	97.152	87.044	22.906	52.624	16.93	
ENSG00000064692	54.14734052	0.307427693	3.63E-04	0.027718245623782	0.329999999999999	0.019962462	-0.500362516	-0.045	0.134	0.052	0.472	-112.969	-52.794	-18.228	-36.037	-19.409	
ENSG00000175946	3.46364676999999	-1.512999071	3.94E-06	5.37E-12	0.558	0.003507483	-0.285714286	0.347	0.455	-0.272	0.316	-44.76	3.117	-11.452	-33.997	-0.529	
ENSG00000140691	37.40136136	3.323108438	0.046292475	0.018907493468802	0.546	0.023039992	-0.48463188	0.235	-0.238	0.119	-0.119	-78.003	-22.913	-11.704	58.637	-10.01	
ENSG00000008869	99.216914644	2.056025354	8.10E-10	5.27E-13	0.166	0.01170515	-0.510961214	0.664	0.634	-0.127	0.376	-63.034	-54.368	-17.439	-0.642	-16.029	
ENSG00000105438	54.42443226	2.531737659	0.895487512	0.583304857260737	0.677	0.279600702	-0.449186992	0.061	0.016	0.015	-0.077	-118.023	-69.527	-30.289	-54.533	-19.543	
ENSG00000183431	80.7662189	3.590436904	0.999895352	0.999779553907456	0.9575	0.231510522	-0.45740498	1.853	2.597	2.527	2.065	63.728	31.534	29.06	55.019	17.219	
ENSG00000166426	56.9303054	1.653434301	0.125504894	0.002428209429241	0.689	0.05694646	-0.509363296	0.249	0.007	0.119	0.224	-117.41	-35.786	-27.338	-28.507	-14.389	0
ENSG00000118640	34.7870610199999	0.114068038	0.270489594	0.007669350623631	0.344	0.015792149	-0.532258065	0.26	0.073	-0.118	0.247	-119.962	-35.865	-6.41	-22.665	-16.354	1
ENSG00000168939	32.9881656799999	-0.170276701	0.005844747		0.447999999999999	0.011878202		-0.141	-0.413	-0.503	0.027						
ENSG00000143450	33.54617192	-0.133956903	9.17E-05			0.004013691		0.314	0.459	0.784	0.694	-23.952	-51.841	-28.4	-32.381	-16.313	0
ENSG00000174720	33.37750738	-1.195021414	0.015080323	2.52E-21	0.031	0.00654121	-0.546542056	-0.015	-0.058	0.183	-0.473	6.654	-37.529	-23.193	-34.532	-13.366	1
ENSG00000168056	90.090958376	4.871534865	0.996034359	0.999279298263402	0.9441	0.058754608	-0.52259887	0.174	0.886	0.108	0.37	-40.326	-31.598	-28.154	-39.874	-18.155	0
ENSG00000167792	62.65285224	0.756315617	9.83E-05	4.34E-07	0.898	0.008507221	-0.418067227	0.962	0.583	1.789	0.734	65.052	16.657	11.837	8.809	-5.243	
ENSG00000153574	50.0632492	1.029608656	0.005909113	0.012408654672029	0.515	0.019198369	-0.359615385	1.276	1	0.335	0.154	97.766	64.031	-28.589	-27.034	23.475	1
ENSG00000110911	69.91145112	1.798129428	0.006235237	0.01347026354275	0.303	0.017678197	-0.487652288	0.337	0.977	0.145	0.568	-14.715	-16.979	-32.539	-29.998	-6.564	1
ENSG00000224774	50.79212096	3.602485486	0.943856699	0.650599019611984	0.884	0.267164325		1.759	2.894	1.669	1.453	153.959	38.816	-12.457	51.661	13.35	1
ENSG00000170175	50.44876815	1.645201784	4.34E-06	1.11E-07	0.608	0.006637998	-0.505576208	0.432	0.804	0.465	0.104	-99.659	-46.735	-31.167	-46.158	-13.756	
ENSG00000064309	89.97048371	-0.896523744	3.05E-12	1.86E-12	0.094	0.008534419	-0.495302369	-0.048	0.036	0.314	0.348	-89.886	-60.824	-20.958	-29.501	-7.431	1
ENSG00000005379	1.30112644	0.65832366	0.056626408	0.949527201454997	0.554999999999999	0.030263733	-0.55033557	0.565	0.655	-0.236	0.223	-15.764	-50.9	-16.651	10.774	-21.785	
ENSG00000042062	2.15649659999999	-0.84317453	1.45E-12	3.24E-13	0.16	0.006447135		0.322	0.32	0.163	0.425	-77.343	46.895	-7.176	-59.7	-12.202	
ENSG00000108591	76.47129691	1.93736196	0.148077282	7.17E-04	0.507	0.019866491	-0.475075529	-0.146	0.418	0.287	0.131	-6.944	-58.677	-8.447	18.765	0.52	0
ENSG00000068079	8.53563038	-0.70375698	5.70E-08	1.17E-08	0.084	0.005295593	-0.537549407	0.368	0.258	0.12	0.299	-71.44	-39.672	13.13	10.927	-1.726	
ENSG00000144815	86.98271188	0.368350231	0.402099827			0.034486391	-0.492473118	0.067	-0.227	-0.073	0.181	-83.122	-11.47	-22.657	-33.309	-18.646	
ENSG00000106692	42.52153485	-0.635782265	1.92E-04	1.35E-06	0.677999999999999	0.011082078	-0.488017429	-0.063	-0.394	0.022	0.009	-118.116	-76.442	-31.729	-29.789	-16.005	1
ENSG00000182132	48.03927474	1.622339782	0.020231957	0.0182710429363	0.56	0.004230986	-0.480866426	-0.218	-0.074	0.067	0.052	-118.959	-70.975	-27.99	-15.181	-19.184	
ENSG00000169218	62.46009277	0.599235317	0.002910514	4.60E-04	0.577	0.025897834		-0.012	0.084	0.006	-0.161	-58.857	-54.227	-2.875	-15.266	-13.818	0
ENSG00000196150	76.55562918	1.685112934	0.067619888	0.613454419748413	0.478	0.0389832	-0.466666667	0.424	0.178	-0.051	-0.13	-92.737	4.782	-12.374	-22.974	-13.465	
ENSG00000053702	25.1852298099999	-1.295577554	9.12E-08	9.50E-10	0.631	0.001328972	-0.55	1	0.73	0.284	0.866	-98.506	-41.022	-18.661	-26.396	-13.352	
ENSG00000137392	21.08306729	0.642465635	0.05627476		0.462999999999999	0.004315809	-0.454545455	0.011	0.196	-0.199	-0.121	-80.812	-36.995	-20.047	-30.962	-10.707	1
ENSG00000106246	9.48738027999999	-0.761289562	1.78E-09	9.18E-11		0.008662688	-0.486842105	1.616	2.367	1.282	1.831	93.879	-11.14	-4.392	-14.388	4.948	
ENSG00000155330	60.19516897	1.257532235	0.097478782	0.702905199826492	0.51	0.028056942	-0.490044697	-0.119	-0.411	-0.069	-0.29	-30.062	-24.88	-7.96	-9.395	-8.54	
ENSG00000138629	66.41166195	0.533823491	0.02775544	0.00912891843685	0.238	0.005248886	-0.492983628	0.932	0.201	0.375	0.37	-101.143	-54.102	-38.218	-59.473	-21.59	
ENSG00000157350	89.9162701	2.073721474	0.947101299	0.887652455679776	0.763	0.116653454	-0.510050251	0.22	1.023	-0.04	0.635	-76.18	-44.728	-15.695	-23.38	-3.124	0
ENSG00000129128	44.1479429	2.548390757	0.697040879	0.697479744737755		0.204773478	-0.291497976	0.711	0.744	1.082	1.476	117.296	72.83	32.177	42.54	12.284	
ENSG00000186665	57.32787181	-0.140549383	0.082156416	0.046817103125561	0.462999999999999	0.008255221	-0.563884157	0.371	0.534	0.02	0.362	-14.404	-5.804	0.917	-6.336	0.854	
ENSG00000197355	58.35190651	0.517807473	0.00112977	3.76E-06	0.215999999999999	0.01066989	-0.620689655	-0.016	0.024	-0.29	0.185	-96.546	-33.465	-2.626	-22.517	-16.316	
ENSG00000228716	38.32901632	1.684192701	0.276594318	0.151051381448605	0.311	0.033170178	-0.074523397	3.02	4.182	2.616	1.545	48.499	46.851	-5.115	-28.38	15.426	1
ENSG00000137860	47.09354858	-1.487132995	9.71E-12	2.42E-13	0.238	0.00196906	-0.5	-0.005	0.462	-0.094	0.034	-69.084	-64.731	-21.138	-54.967	-17.263	
ENSG00000183690	8.87573964	-0.594804725	0.941723124				-0.50251497	-0.128	-0.226	-0.465	-0.306	-108.059	-65.887	-25.372	-25.323	-16.291	
ENSG00000132600	95.21113186	0.230494581	8.31E-09	7.23E-08	0.336999999999999	0.007835126	-0.532298137	-0.08	1.095	0.373	0.161	40.704	-15.285	-5.363	4.574	-7.62	0
ENSG00000203859	48.25010542	0.521151202	1.21E-06	5.32E-07	0.871	0.008682039	-0.363636364	0.277	0.492	0.313	0.267	-13.858	-5.689				
ENSG00000221890	70.0560207199999						-0.577639752	0.019	0.74	0.342	0.416						0
ENSG00000126775	76.1821577	0.791148311	0.326846074	0.643250303840565		0.027434726	-0.458252427	1.032	-0.154	0.393	-0.604	-88.641	-61.8	-26.198	-51.91	16.128	
ENSG00000168000	51.84025059	0.11585006	0.008525411	4.05E-08	0.9292	0.017469065	-0.519650655	0.357	0.704	0.46	-0.03	-59.875	-11.035	-24.996	-44.303	-19.772	1
ENSG00000108679	16.44479248	-0.141333802	3.93E-07	2.45E-09	0.274	0.001898403	-0.481901675	-0.217	0.085	-0.273	0.026	-39.399	-19	-0.413	-10.313	-1.448	0
ENSG00000149600	50.63550389	0.056990236	6.05E-06	2.54E-04	0.209999999999999	0.006014333	-0.473773987	0.333	0.049	-0.042	0.141	-99.482	-15.441	-19.302	1.469	-23.069	
ENSG00000119411	45.08162159	-0.760361943	9.79E-05	1.15E-08	0.303	0.010254798	-0.55952381	-0.155	-0.607	-0.533	0.112	-69.066	-44.689	-29.34	-34.483	-20.09	0
ENSG00000163545	64.12866695	1.531208015	3.18E-05	3.52E-04	0.492	0.00985494	-0.511496419	0.005	0.083	-0.25	-0.107	-79.107	-43.844	-27.58	-45.037	-11.227	1
ENSG00000167702	41.48545268	0.051681479	0.001340579	0.27214998955464		0.018047255	-0.5875	1.62	1.573	1.223	0.906	-87.987	-41.545	-18.252	-13.9	-8.306	
ENSG00000016864	74.39913258	0.539622361	0.003489775	2.93E-07	0.061	0.018838263	-0.501672241	0.479	0.131	-0.178	-0.055	-55.586	-42.596	-21.924	-15.315	-9.629	0
ENSG00000163378	65.35750858	-0.167717573	9.79E-06				-0.55862069	-0.051	-0.318	-0.161	-0.129	-81.558	-51.211	-18.134	-42.784	-17.663	
ENSG00000120253	57.18932594	-0.252046041	3.54E-06	1.52E-05	0.148	0.009509524	-0.08974359	1.801	1.156	1.373	2.41	20.003	41.607	-8.189	46.017	9.658	
ENSG00000162244	53.20763809	2.458484242	0.59726203	0.191931775012759		0.022016641	-0.286950732	1.163	1.826	1.458	0.922	20.521	9.201	3.561	-6.406	3.962	1
ENSG00000181291	88.88018794	2.85836736	2.40E-05	1.77E-08	0.382	0.022103598	-0.470119522	-0.033	-0.262	-0.101	0.246	-95.482	-89.342	-21.892	-36.448	-16.064	
ENSG00000086232	71.11017409	-0.467122546	1.21E-04	3.55E-04	0.203999999999999	0.012281941	-0.582191781	-0.256	0.038	-0.269	-0.027	-138.876	-63.6	-31.431	-41.747	-10.708	0
ENSG00000147378	45.71005917	-1.039029334	0.03446373		0.506	0.021049382	-0.666666667	-0.419	-0.357	-0.532	-0.343	-121.171	-70.416	-38.038	-56.542	-16.146	
ENSG00000198336	33.54617192	-0.050341025	1.76E-04	0.017436611960077	0.727	0.004950378	-0.516908213	0.228	0.735	0.026	0.591	-96.842	-57.845	-32.137	-32.547	-16.896	
ENSG00000072071	99.006083971	4.6769407	0.999999837	0.999999996745945	0.961	0.523630711	-0.511073254	0.109	0.906	0.122	0.705	-36.209	-28.781	-2.695	-20.976	-11.842	0
ENSG00000054983	36.48575387	-0.345259612	6.28E-07	6.81E-10	0.748	0.0081873	-0.575757576	-0.146	-0.197	-0.102	-0.261	-119.577	-77.328	-23.845	-52.512	-24.17	0
ENSG00000181666	8.50551172	-1.808134163	2.72E-10	7.55E-32	0.113999999999999		-0.489171023	-0.124	0.377	-0.113	-0.138	-5.502	-30.651	-21.838	-15.267	-15.529	
ENSG00000133106	9.14402746999999	-0.370426383	1.35E-18	3.71E-18	0.679		-0.510980966	0.048	0.206	-0.196	-0.312	-122.238	-67.303	-27.666	-27.383	-9.672	
ENSG00000076924	95.759291609	3.101677728	0.99707026	0.983569413100651	0.694	0.079483973	-0.068493151	1.871	3.329	3.228	3.006	39.108	-10.767	24.928	49.973	21.724	1
ENSG00000141837	98.319378351	7.23001499	1			0.172655086	-0.49768304	0.525	1.839	0.453	0.797	-90.938	-20.423	-16.323	-51.008	-11.259	1
ENSG00000171747	89.61508343	-0.41400517	6.57E-06	1.98E-04	0.293	0.005697888	-0.483464567	0.097	0.269	-0.043	-0.025	-131.153	-66.65	-35.774	-12.557	-13.054	
ENSG00000108231	91.217396542	2.696754823	0.997175814	0.999777367201504		0.270767578	-0.501461988	-0.312	-0.56	0.107	0.194	-104.696	-74.247	-27.224	-43.812	-14.167	1
ENSG00000185721	76.38696464	2.787041001	0.953443603	0.990557627029112	0.757	0.107683057	-0.424170616	0.513	1.219	0.701	0.616	-0.459	2.3				
ENSG00000163006	72.47153786	-1.248330748	1.08E-05	2.36E-10	0.675	0.007138821	-0.550038197	0.112	0.561	-0.478	-0.027	-53.807	-6.603	-14.875	-15.327	-19.696	
ENSG00000157542	82.8323595	3.777496113	0.812451385	0.983143648571283	0.9614	0.097437471		-0.022	-0.036	-0.086	0.105	-101.923	-82.462	-30.743	-39.752	-17.574	1
ENSG00000170684	63.82748027	2.447895323	0.973288664	0.971601899037496	0.9619	0.222549638	-0.618556701	0.129	0.595	1.417	0.557	-18.312	-52.244	-6.139	-49.16	-21.348	
ENSG00000108582	86.77188121	2.164160813	0.247131561	0.718386630140214	0.392	0.026852535	-0.504582951	0.026	-0.261	0.261	-0.096	-45.892	-67.993	-25.708	-37.313	-18.326	
ENSG00000138670	84.40455394	0.799423773	0.488529662	0.393558601208404	0.353	0.00666855	-0.452991453	-0.067	-0.437	-0.323	-0.046	-93.493	-76.665	-22.057	-28.346	-13.772	
ENSG00000114767	44.85271972	1.718607808	0.342043484	0.160590137380806	0.631	0.026422672	-0.206666667	1.481	2.161	1.73	0.844	84.305	116.734	67.751	80.971	34.132	
ENSG00000122591	29.1669176599999	-0.256865324	0.803307845	0.663835720669331	0.493	0.053363241	-0.487538189	-0.137	-0.368	-0.094	-0.317	-106.662	-49.594	-22.365	-15.065	-16.279	
ENSG00000166136	33.3534124499999	0.36603274	0.35052858	0.639094892727214	0.665999999999999	0.009189425	-0.442944785	0.976	0.539	0.906	0.804	90.789	-15.681	20.257	22.801	13.307	1
ENSG00000182083	6.36708631999999	2.150700872	0.695947065	0.002889287112377	0.274	0.219848217	-1					-10.858	-6.428	-1.704	-4.208	-1.791	
ENSG00000179626	27.3296789399999	-3.708389479	1.10E-07	1.02E-08	0.195999999999999	4.17E-04						-40.622	-26.908	-13.292	-17.332	-7.283	
ENSG00000134107	66.23094994	1.630907774	0.941607018	0.947681956253254		0.306698375	-0.523994812	0.35	0.47	-0.334	-0.194	-116.403	-74.071	-19.426	-34.955	-16.217	0
ENSG00000135899	7.30678874999999	-0.279247795	3.16E-09	3.03E-08	0.504	0.005224654	-0.464419476	-0.179	-0.115	-0.241	-0.191	-95.505	-98.186	-32.033	-41.519	-22.045	
ENSG00000073536	56.14119631	1.072511679	0.053987518	0.006017109172883	0.277	0.023913668	-0.06175772	1.651	2.247	2.217	1.416	196.306	67.715	105.005	97.68	34.003	1
ENSG00000041988	23.11306548	0.80387343	0.001484225	0.002519465816818	0.512	0.002029745	-0.482248521	-0.098	-0.243	-0.024	-0.025	-91.383	-20.019	-26.813	1.14	-5.455	
ENSG00000085382	94.632853443	3.3880654	0.001595663	0.006470291487777	0.319999999999999	0.018658903	-0.514025777	0.087	0.512	-0.067	-0.032	-127.208	-71.114	-17.307	-56.029	-5.271	1
ENSG00000187609	0.789109089999996	-1.527104358	1.19E-08	8.37E-12	0.104999999999999	0.004305324	-0.511138397	-0.013	0.286	0.076	-0.272	-141.218	-38.067	-14.739	-14.189	-14.479	
ENSG00000206298	44.95512319	1.792310423	0.012003172	5.36E-04	0.144	0.010327504		0.156	0.137	-0.091	-0.222	-124.879	-68.853	-30.605	-60.227	-18.196	0
ENSG00000151576	62.26733329	0.189953466	2.19E-05	8.67E-09	0.632	0.003908215	-0.494407159	0.376	-0.025	-0.161	-0.153	-30.422	-18.581	-14.313	-36.518	-13.061	
ENSG00000164603	77.91699295	2.580980294	0.99081084	0.961035859492542	0.836	0.242401877	-0.586151369	-0.396	0.087	-0.213	-0.476	-38.184	-23.631	-24.287	-35.823	-10.022	
ENSG00000172292	62.47816397	0.453103883	0.684541332	0.176231272556907		0.049940408	-0.537998826	0.13	0.143	-0.259	-0.15	-123	-68.421	-24.374	-16.846	-19.923	0
ENSG00000043355	79.77230287			0.995352396444869			-0.542857143	0.546	0.989	0.298	0.617	-80.739	-9.343	-19.516	-41.282	-2.996	1
ENSG00000182890	33.87573964	2.244024806	0.071307892		0.9096	0.001188689	0	-0.345	-0.256	-0.131	-0.187	-33.214	-21.056	-5.986	8.917	-4.008	
ENSG00000101752	98.620565026	3.505044475	1.00E-44	3.24E-44	0.118		-0.598055327	0.282	0.789	-0.065	-0.249	-120.035	-28.541	-30.048	-5.281	-9.321	1
ENSG00000204866	39.37714596	-0.302216329	2.44E-04	2.53E-04	0.218999999999999	0.003954722	-0.625	-0.258	0.096	0.001	-0.15	-57.065	-42.722	-7.201	-5.344	-8.217	
ENSG00000114098	87.63929884	2.562306885	0.99988377	0.9999658562223	0.471	0.147647616	-0.435244161	-0.136	-0.307	-0.212	-0.065	-100.279	-69.888	-24.445	-39.592	-16.466	
ENSG00000174748	38.97957954	3.881936274	0.956294174	0.926127782819222		0.192339415	-0.043367347	2.895	4.587	3.923	2.608	7.559	3.712	1.025	14.527	-3.89	
ENSG00000178585	42.41913138	0.439075684	0.02298674	0.006396913554663	0.540999999999999	0.017097597	-0.529356061	-0.028	0.291	0.054	0.455	-50.17	-34.814	-16.993	-29.352	-2.226	1
ENSG00000243284	66.89356063	1.237255174	0.003159998	2.12E-04	0.218999999999999	0.01635464	-0.483516484	-0.094	0.129	-0.034	0.25	-45.472	-28.081	-34.545	-3.545	-15.067	0
ENSG00000126858	72.7486296	2.373935871	0.955425773	0.27637546562233	0.291	0.06298938	-0.527607362	0.274	-0.411	-0.033	0.422	-19.606	-23.127	-26.994	3.624	-16.299	1
ENSG00000177352	41.67218842	-0.13984904	0.016989639	0.373283719638482	0.55	0.02934268	-0.553951368	-0.218	0.337	-0.323	-0.279	-25.784	-24.644	-11.794	-27.176	-13.254	
ENSG00000132356	82.00108427	2.558951815	0.035101034	0.022830916368858	0.425	0.028778606	-0.492923077	1.081	-0.133	0.686	0.23	-101.259	-52.242	-16.465	-38.528	-7.015	0
ENSG00000125746	84.93464249	0.627713228	7.58E-10	2.20E-10	0.119	0.005176534	-0.502972843	0.324	0.739	0.505	0.536	-90.237	-51.535	-2.53	-30.804	-8.507	0
ENSG00000197045	55.99060298	1.002268592	0.323144112	0.097527952455281	0.822	0.081647607	-0.51995439	-0.074	-0.171	-0.057	-0.301	-17.652	-15.583	-6.834	-19.582	-5.714	0
ENSG00000278195	35.41955304	1.448819338	0.037224359	6.82E-04	0.604	0.040476109		0.447	0.746	0.735	1.16	-72.737	-26.911	-30.356	-32.586	-17.006	
ENSG00000103021	20.14336486	-0.750275522	3.95E-13	3.41E-12	0.025		-0.517786561	-0.019	-0.139	-0.242	-0.308	-66.054	-37.825	-29.55	-35.921	-15.634	
ENSG00000008277	67.7971206599999	2.555590936	0.999388899	0.677787649982301	0.231999999999999	0.01275042	-0.526143791	-0.085	0.386	-0.261	-0.091	-84.519	-26.359	-12.749	-26.005	-12.013	1
ENSG00000175970	64.14071441	1.559199068	0.677325341	0.597148624414739		0.041145993	-0.550161812	0.798	1.37	0.651	0.191	39.631	-31.291	-7.773	-24.351	-14.908	0
ENSG00000137571	88.93440154	1.158101456	1.52E-05	3.05E-06	0.227999999999999	0.010948205	-0.508275329	-0.059	-0.331	-0.215	-0.043	-127.827	-56.478	-13.665	-54.456	-19.548	
ENSG00000100028	51.02704656	2.994545437	0.877845312	0.842304157372238	0.765	0.238411223	-0.190535492	3.342	3.772	3.81	3.571	109.926	55.031	34.968	41.904	18.176	
ENSG00000116205	52.47876634	0.128196456	2.81E-05	9.22E-06		0.007993565	-0.485294118	-0.027	-0.083	-0.218	-0.091	-46.539	-2.224	-37.056	-39.72	-12.411	
ENSG00000214510	45.86470695	-0.274648831	0.024356953	0.041424285465306		0.00384073		-0.339	-0.647	-0.209	-0.32	-10.378					
ENSG00000171060	9.33678693999999	-1.737786317	1.01E-11	3.74E-10		0.001517098	-0.607142857	0.137	-0.083	-0.179	-0.146	-142.621	-73.227	-24.503	-42.75	-18.886	
ENSG00000100221	67.53207638	1.79091901	0.319904565	0.299028357380264	0.755	0.044678517	-0.531450578	0.15	0.059	-0.141	0.359	-75.41	-69.834	-17.749	-15.71	-10.889	
ENSG00000134460	56.44238299	0.112451212	0.88128872	0.78311044948973	0.507	0.112615546	-0.472727273	-0.054	0.045	-0.279	-0.053	-111.717	-53.931	-33.369	-22.096	-18.447	0
ENSG00000221914	60.29757244	3.524742006	0.959642692	0.996707773772712	0.598	0.019722951	-0.394473559	1.485	0.706	0.189	-0.188	55.116	-18.425	7.167	-9.561	-11	
ENSG00000198883	36.09467456	-0.47408161	0.006097075		0.197999999999999	0.018639435		-0.057	-0.146	-0.281	-0.351	-53.898	-37.56	-19.458	-36.706	-8.427	
ENSG00000102452	99.156677309	5.483499873	1.69E-04	0.046922282164197	0.9053	0.022645795	-0.5390625	-0.185	-0.491	-0.055	-0.309	-100.162	-22.882	-33.191	-51.317	-6.796	1
ENSG00000134007	56.43635926	-1.891711133	1.80E-09	8.23E-13	0.243		-0.545454545	-0.172	-0.017	0.144	0.037	-101.073	-64.115	-26.502	-16.973	-14.066	
ENSG00000276725	38.30492139				0.129			-0.082	-0.328	-0.326	-0.235	1.9	0.477				
ENSG00000119919	67.24896091	2.955691673	0.802089179	0.979426171755133			-0.458041958	-0.018	-0.037	0.092	-0.34	-75.679	-47.254	-11.888	-4.692	-8.705	1
ENSG00000186767	62.27810651	2.352689089	0.725861947			0.230895785		-0.166	-0.25	-0.078	-0.011	-82.526	-36.134	-18.988	-51.98	-17.405	
ENSG00000185420	74.67622432	-0.306840371	7.80E-06	2.27E-06	0.04	0.011771593	-0.491860465	0.161	-0.019	0.231	0.399	-161.318	-89.87	-25.168	-21.484	-16.655	
ENSG00000077080	85.19968677	4.038836117	0.987130695	0.025003937106358	0.712	0.070649601	-0.6	0.143	0.434	-0.393	-0.248	-70.358	-38.329	-13.887	-41.216	-7.985	1
ENSG00000138821	72.04987651	1.562939988	0.891567479	0.946473945436267	0.644	0.093911043	-0.5	0.219	0.019	-0.026	0.075	-75.209	-55.559	-7.227	-20.381	-9.236	1
ENSG00000125245	71.29690982	-0.618908963	9.92E-07	3.04E-12	0.078	0.008556828		-0.059	0.113	0.233	0.154	-47.263	-45.866	-19.643	-30.822	-8.91	
ENSG00000015285	41.27218935	1.750367101	0.991202084			0.28481352	-0.5	0.183	0.334	0.181	0.059	-110.081	-71.086	-34.045	-52.657	-14.356	0
ENSG00000213920	51.2137823	-0.153957599	0.001526159		0.538	0.016384087	-0.485530547	-0.127	0.275	-0.09	0.067	-88.808	-70.433	-0.355	-50.169	-5.573	0
ENSG00000137821	60.15300283	0.788270169	0.446510312	3.04E-06	0.209999999999999	0.028370505	-0.516821761	0.45	-0.161	0.234	0.009	-88.996	-27.092	-30.893	-41.868	-17.58	
ENSG00000179041	18.14348533	1.882998977	0.551023834	3.71E-05	0.706	0.090249635	-0.607142857	2.147	2.636	1.637	1.224	232.917	48.451	84.268	91.243	36.298	
ENSG00000187288	22.8901873399999	-1.552426205	0.001416632	2.87E-05	0.431	0.004600059	-0.523076923	0.012	1.04	-0.065	0.024	-39.349	-58.649	-18.205	-28.703	-12.534	0
ENSG00000131471	14.17384495	2.189049752	6.47E-09	8.72E-16	0.07	0.005749831	-0.5	-0.211	0.384	-0.052	-0.062	-78.947	-40.739	-19.138	-16.811	-10.623	0
ENSG00000106560	21.95048491	-0.865192441	0.001228334	1.95E-10	0.161	0.001501143	-0.37037037	-0.089	-0.275	-0.382	-0.309	-49.261	-52.062	-21.484	-26.995	-11.207	
ENSG00000276836	72.42937172	1.637796504	0.001255844	5.85E-04		0.011929761		0.139	0.358	0.195	0.011	-15.574	-38.271	2.475	-27.968	-11.699	
ENSG00000146904	44.03349196	-0.335097587	5.30E-11	7.72E-26	0.435	0.007488595	-0.540983607	0.355	0.347	-0.17	0.147	-97.488	-77.226	-13.852	-51.102	-23.257	0
ENSG00000156413	14.50515029	1.278252925	0.022129953	1.13E-06	0.161		-0.529411765	0.531	0.683	0.421	0.154	-43.38	-10.687	0.296	-5.691	-2.706	
ENSG00000160710	98.277212216	3.005285202	0.907595373	0.97794710147591	0.876	0.039721465	-0.226950355	0.708	-0.016	0.363	0.211	-19.894	10.141	-25.384	-24.877	-6.52	1
ENSG00000126243	82.53117282	4.088330336	0.860302996	0.404592434086602	0.814	0.25894184		0.134	0.313	-0.174	0.321	-71.602	-19.146	-29.113	-49.086	-3.708	0
ENSG00000147419	60.24335883	1.067369757	0.051834011	3.15E-04	0.502	0.024652557	-0.478153339	-0.06	0.052	-0.005	0.022						
ENSG00000168028	65.0502981699999	3.335401131	0.751851426	0.809964089967995		0.090743581	-0.05704698	2.475	4.386	2.836	2.548	-41.591	12.409	11.192	-9.69	-3.231	1
ENSG00000187823	16.1242603599999	-1.500966233	5.62E-04			0.003959394		-0.207	-0.674	-0.148	-0.203	-98.324	-46.771	-8.876	-33.458	-12.123	
ENSG00000103540	81.46497199	0.125721924	0.015731918	0.001458768237241		0.036579948	-0.264775414	0.423	-0.17	0.121	-0.241	-54.271	10.378	19.882	30.406	-18.886	
ENSG00000182326	73.24257575	0.418081651	0.863410048	0.372128105451195	0.810999999999999	0.043797517	-0.506666667	-0.131	0.199	-0.062	-0.205	-126.199	-67.849	-28.147	-47.99	-15.315	
ENSG00000283284	1.33124510999999	-0.473327207	9.23E-10	3.10E-10		0.001668415		-0.254	-0.448	-0.214	-0.123	-31.824	-13.485	0.754	-16.57	1.695	
ENSG00000180104	84.74188302	2.34035969	0.755230038	0.933031161406003	0.629	0.018627456		1.327	1.621	0.959	1.632	37.619	30.227	2.448	15.212	-7.874	
