	RVIS	missense-Z	pLi	Phi	LofTool	s_het	Blomen KBM7	Wang KBM7	Wang K562	Wang Jiyoye	Wang Raji	Hart HCT116	Hart HeLa	Hart GBM	Hart RPE1	Hart DLD1	Dickinson_EG
ENSG00000100344	10.67405578	-0.583689421	1.04E-04	6.29E-10	0.29	0.007601686	-0.511472275	-0.096	-0.135	0	-0.154	-28.501	-8.885	-24.412	-18.986	-15.819	
ENSG00000196646	74.86296006	0.306041751	1.49E-08	1.50E-09	0.176	0.008822134	-0.518691589	-0.123	-0.128	0.128	0.218	-63.493	-24.666	-21.292	-44.912	-13.629	
ENSG00000081842	53.13535329	2.725507182	6.16E-08		0.194999999999999	0.009861673	-0.526315789	-0.33	-0.391	-0.347	-0.285						
ENSG00000180875	47.64170833	2.173146139	0.081742843	0.154816719811376	0.632	0.024787976	-0.475516224	0.394	0.255	0.622	0.408	-37.831	4.644	-14.742	-22.793	-4.095	
ENSG00000130024	77.97723029	1.570758391	0.083884164	2.19E-06	0.716	0.032239368	-0.50286533	-0.165	-0.24	0.133	-0.164	-9.191	-3.068	-6.456	-5.072	1.419	
ENSG00000157107	64.33949762	0.525150108	0.999038489	0.999647878522711	0.671999999999999	0.355801934	-0.516829996	-0.034	0.221	-0.146	-0.125	-109.575	-33.839	7.95	-9.733	12.079	
ENSG00000132475	56.28576592	3.961636289	0.80972478	0.789852963681895		0.027950946	-0.466666667	0.281	0.788	0.106	0.142	-31.766	-6.696	-1.824	23.797	-6.569	1
ENSG00000143207	78.97114632	3.505161873	0.998566093	0.999980540314262	0.691	0.051457702	-0.569415501	0.533	-0.338	-0.401	-0.489	18.225	17.21	10.933	-8.654	-5.616	1
ENSG00000109113	63.99614481	0.827894471	4.68E-06	8.23E-07	0.032	0.012664695	-0.484375	0.876	0.204	0.456	0.788	-92.891	-28.779	17.258	-7.761	0.886	1
ENSG00000165006	81.15173785	-0.484198385	0.952984527	0.996164065041645		0.210507854	-0.371939536	1.153	1.443	1.616	1.422	-86.621	-44.723	-19.834	-4.876	9.372	1
ENSG00000087266	39.82290223	-4.06E-04	0.0031019	1.26E-06	0.9624	0.022267665	-0.453093233	-0.117	0.092	-0.051	-0.299	-96.214	-56.268	-24.612	-41.401	-9.095	0
ENSG00000119283	65.56833926	2.787897552	0.672039658	0.997984650344564		0.03979575	-0.483108108	0.138	1.162	-0.345	-0.163	-98.596	-49.802	-33.127	-47.791	-20.046	
ENSG00000185940	5.10812602	0.132920637	1.15E-05	8.36E-10	0.088	0.005562155		-0.135	-0.035	0.306	0.084						
ENSG00000131899	97.084512981	1.375996779	0.977463207	0.993697814364893	0.673999999999999	0.059964921	-0.615720524	0.036	0.282	-0.273	-0.088	-19.69	-14.48	-0.301	-35.516	-17.727	1
ENSG00000008988	46.64176857	2.01412709	0.686321059	0.87938733028122		0.089549662	-0.053639847	2.24	3.372	1.88	1.174	3.865	-9.117				1
ENSG00000137033	59.09282573	-2.160934885	1.05E-08	2.25E-10	0.134		-0.25	-0.391	-0.669	-0.491	-0.458	-48.662	-26.302	-13.8	-19.321	-7.617	0
ENSG00000104960	84.45274381	-0.490130407	0.358456527	3.27E-05	0.852	0.094362114		0.364	0.466	0.075	0.272	-132.282	-39.242	-28.341	-8.036	-18.453	
ENSG00000117054	54.75573761	0.141601229	8.44E-10	3.67E-13	0.845	0.008370366	-0.5	0.13	0.13	-0.115	-0.106	-46.633	-16.662	-33.178	-52.723	-16.088	1
ENSG00000159461	87.22968496	2.205388714	0.001425759	0.018641817965784	0.398	0.01451886	-0.539871677	0.136	0	-0.112	-0.103	-70.466	-49.193	-31.004	-33.828	5.759	
ENSG00000115844	36.29901813	3.015010883	0.887610614	0.882153718518229	0.810999999999999	0.262856761	-0.425925926	-0.077	-0.087	-0.177	0.055	-75.055	-26.009	53.037	-11.822	-10.752	1
ENSG00000171448	85.19968677	1.768170655	0.015475125	0.06395461344297		0.033553975	-0.468562874	0.037	0.311	0.069	-0.205	-45.949	-46.536	-12.427	-21.252	-2.384	
ENSG00000198590	4.16842359	-0.936114026	0.01413532	0.049930016217098	0.414	0.001146194	-0.491525424	0.139	0.382	-0.104	0.014	22.896	1.63	-5.345	-16.566	-6.626	
ENSG00000274336	50.26805614	0.141885671	0.734505012			0.19233451		0.304	0.321	-0.171	0.043	-80.115	-31.937	-1.888	11.011	2.188	
ENSG00000165868	72.13420878	2.049309711	0.980307172	0.588047379187134	0.609	0.10164468	-0.516728625	-0.117	-0.122	-0.141	-0.21	-61.123	-60.549	-26.827	-13.947	-9.269	
ENSG00000023572	24.85392446	0.069996589	6.51E-05	0.019133575849376	0.318999999999999	0.004078956	-0.487179487	-0.115	0.131	-0.445	-0.093	8.058	-1.314	-6.964	4.222	-3.062	0
ENSG00000196268	40.49756039	-2.88012636	3.19E-08	2.89E-18	0.220999999999999		-0.513043478	-0.42	-0.251	-0.079	-0.463	1.097	-8.842	-12.1	-9.729	-6.016	
ENSG00000197329	87.39232576	2.294654501	0.909074231	0.182359654880162	0.663	0.106730543	-0.500362056	-0.184	-0.187	-0.075	0.334	-124.919	-81.589	-9.426	-16.416	-15.227	1
ENSG00000187013	4.24673212	1.191398164	7.35E-05	2.06E-06			-0.604651163	0.156	0.316	-0.148	-0.034	29.144	-9.157	-6.818	-6.564	-5.963	
ENSG00000112964	28.2211914899999	-1.290215607	2.32E-04	0.009660287929962	0.79	0.013860784	-0.518779343	-0.032	-0.197	-0.03	0.062	-122.311	-29.282	-20.246	-37.242	-13.92	0
ENSG00000184292	35.1906511699999	1.591081914	0.205248032	8.14E-05	0.383			-0.133	-0.021	-0.165	0.253	-69.775	-9.697	-27.009	-35.304	-11.407	
ENSG00000183401	29.5705078	-0.396947157	9.21E-05	0.036706999554288	0.262	0.00250141		0.442	0.813	0.422	0.73	-93.84	-65.969	-24.634	-30.786	-6.104	0
ENSG00000158480	70.67044154	0.385463449	0.848756563	0.895783408988975	0.737	0.107211429	-0.465909091	-0.116	-0.233	-0.146	-0.444	-44.486	41.681	-10.521	-12.054	-6.113	0
ENSG00000182985	84.50695741	2.362697258	0.994386404	0.969447674164379	0.887	0.234758379	-0.507756337	0.179	0.151	0.026	0.12	-153.632	-58.765	-34.165	-48.755	-23.081	0
ENSG00000179134	95.289440395	3.342080151	0.998551353	0.999986556348454		0.192097236	-0.260869565	1.341	0.984	0.357	-0.721	45.68	-0.267	-12.743	8.354	6.883	
ENSG00000178922	29.99819288	-0.793560017	3.16E-08		0.066	0.005435388		-0.211	0.092	0.243	0.21	-142.591	-68.285	-35.541	-23.904	-13.234	
ENSG00000185873	28.9078971099999	-1.453286079	1.68E-11	2.01E-11	0.596		-0.357142857	-0.093	-0.527	-0.005	-0.192	-12.166	-22.283	-7.617	-27.992	-8.752	
ENSG00000143641	83.30221071	2.387981013	0.881985613	4.26E-04	0.434	0.052738468	-0.521994135	0.053	-0.108	-0.252	-0.436	-108.314	-41.003	-21.642	-53.46	-18.617	
ENSG00000240542	8.46334557999999	-1.013986522	0.001398091			0.008715847		-0.221	-0.37	-0.339	-0.105	-15.841	-2.663				
ENSG00000163584	42.73236552	-0.821507797	0.093959393	0.285017501673625		0.021934686	-0.271186441	-0.162	-0.096	-0.035	-0.263	5.287	-2.088	6.262	-2.337	8.419	
ENSG00000198589	91.036684537	-0.875383832	0.044229437		0.251	0.021109029	-0.50838596	0.081	0.031	-0.095	-0.093	-126.867	-86.833	-29.428	-46.738	-21.435	
ENSG00000123191	19.02295042	-1.767361355	5.23E-20	1.01E-24	0.966	0.004405615	-0.504545455	-0.056	-0.073	-0.028	-0.389	-134.269	-81.041	-30.804	-45.933	-19.319	1
ENSG00000197448	59.50846335	0.771051391	1.10E-09	1.52E-06	0.849	8.40E-04	-0.485436893	-0.377	-0.472	-0.382	-0.446	-82.073	-42.929	-36.54	-49.201	-16.887	0
ENSG00000181693	9.2404072	-1.614870407	1.47E-05	1.63E-12	0.064	0.003222848											
ENSG00000156966	63.7250768	2.255637831	0.62084526	0.134322318651599	0.646		0	0.032	-0.069	-0.274	-0.221	-48.273	-48.756	-20.226	-46.815	-16.897	0
ENSG00000172878	29.80543341	-0.142966218	1.56E-06	9.87E-04		0.004451557	-0.502246181	-0.233	-0.077	-0.356	-0.57	-105.961	-53.705	-24.251	-46.727	-20.883	
ENSG00000029559	22.14324438	-0.14931904	7.13E-08	1.67E-10	0.123	0.006980408	-0.52	-0.133	-0.264	-0.212	-0.258	-62.818	-39.962	-15.633	-39.76	-6.102	0
ENSG00000213672	29.55846033	0.248856852	0.007131362	1.99E-04	0.155	0.023654955	-0.535465925	-0.164	0.04	-0.148	0.095	-45.053	-24.356	-11.468	-45.586	-16.813	0
ENSG00000103811	58.0085537	-0.178098481	3.17E-06	6.97E-09	0.552	0.002915515	-0.55165692	0.482	-0.1	-0.147	-0.011	-104.09	-37.656	-18.372	4.862	-13.841	0
ENSG00000180900	77.441118	-0.780588654	0.913273181			0.036835332	-0.591715976	0.95	1.133	0.457	1.062	-16.259	18.738	-19.997	-29.615	-11.967	1
ENSG00000145414	56.6773086	-0.688145682	0.959542887	0.867359622462987	0.546999999999999	0.115888619	-0.129573171	1.091	0.958	0.322	0.137	43.224	41.566	8.826	10.746	10.368	
ENSG00000105643	42.33479911	1.785414875	5.13E-05	6.75E-04	0.165	0.006315714	-0.575157516	-0.072	0.497	0.057	0.101	-124.814	-18.798	-0.818	-25.228	-13.408	
ENSG00000174579	85.01897476	1.887891761	0.889663742	0.999777374229131	0.99283	0.117456632	-0.324175824	0.072	-0.04	-0.288	-0.342	-84.541	-65.407	-2.602	4.414	-15.485	
HDGFRP2	69.67652551	1.988407796	0.89285412	0.017223139601562		0.039858333		0.632	1.963	0.812	0.522						0
ENSG00000126012	98.816568047	5.236228863	0.997842569		0.9364	0.053396385	-0.480924855	0.603	0.004	1.577	-0.057	-142.511	-50.068	19.618	-34.739	-1.049	1
ENSG00000105376	84.38648274				0.466999999999999		-0.519262982	0.164	0.194	0.117	0.285	-126.662	-61.83	-23.724	-44.879	-11.996	
ENSG00000062582	31.02825131	0.256563892	0.001657669	4.10E-05	0.325999999999999	0.012464262	-0.330882353	2.213	1.439	2.083	1.092	157.468	111.658	73.614	-11.523	50.168	
ENSG00000282307	10.1379435	-0.860259436	8.29E-05	1.41E-07	0.717	0.012186495		0.36	0.319	0.39	0.294	-128.592	-45.78	-29.659	-15.836	-18.312	0
ENSG00000241127	20.96259261	-0.134286005	0.125672788	2.21E-04		0.010668121	-0.046875	1.644	2.321	1.435	1.433	68.07	47.333	-1.12	23.869	12.472	1
ENSG00000168158	11.4812360699999	-0.792424901	0.097548172	2.15E-05	0.38	0.002268415						-70.231	-48.619	-30.222	-38.344	-15.537	
ENSG00000170632	26.80561412	1.199773946	0.031202217	1.05E-06	0.064	0.012234981	-0.542190305	-0.197	-0.014	-0.37	-0.368	-5.184	-3.519				
ENSG00000204033	19.36630323	-3.443858692	1.83E-09	1.39E-14	0.057	0.001566916	-0.5	0.452	0.914	0.324	0.822	-70.355	-64.801	-31.381	-6.589	-13.107	
ENSG00000119457	15.6255647299999	0.540465611	2.93E-04	9.22E-05	0.532	0.003963447	-0.4	-0.122	-0.047	-0.186	0.073	-110.916	-52.158	-37.095	-45.588	-14.838	0
ENSG00000274779	9.41509548							0.11	-0.055	-0.068	-0.289						
ENSG00000148841	87.66339377	0.391472092	1.35E-05	6.00E-09	0.381	0.003405619	-0.511235955	0.224	1.285	0.125	-0.042	-67.26	-34.642	-28.013	-21.042	-13.07	0
ENSG00000256188	10.76441178	-2.549814498	0.001703148	1.47E-08	0.09	0.00443581		-0.01	0.33	-0.481	0.266	-8.753	-1.633				
ENSG00000065526	99.572314921	2.988320592	1	1	0.794	0.300480097	-0.578102424	1.16	1.963	0.731	0.868	-107.985	-48.584	-20.764	-0.567	-19.839	1
ENSG00000124116	28.1790253599999	-0.454896098	0.019237532	0.009315929474202	0.524	0.004911738	-0.504983389	0.144	-0.057	-0.154	-0.045	-98.684	32.785	-0.531	-1.09	-5.79	
ENSG00000122550	89.23558822	3.736720226	3.19E-04	0.007966341647779	0.354	0.013217691	-0.498917749	0.212	0.617	-0.071	0.218	-49.271	-27.363	4.653	-17.811	-5.309	
ENSG00000132744	37.74471417	-0.223176561	1.88E-07	8.43E-10	0.731	0.005707127	-0.465116279	-0.197	0.369	-0.191	-0.071	-111.653	-10.524	-26.92	-43.828	-14.513	
ENSG00000276114	27.6609842799999	0.006348495	0.042812014	6.39E-04	0.316999999999999	0.005886636		-0.096	-0.146	0.105	-0.17	-50.367	-45.193	-28.033	-39.264	-10.801	
ENSG00000144036	51.64749111	1.440661378	0.666298052	0.999950033826143		0.032771108	-0.503214069	-0.005	-0.06	-0.004	-0.454	-124.698	-36.335	-29.344	-25.642	-15.878	
ENSG00000105880	76.85079212	1.512351658	0.675979516	0.546486011456679	0.925	0.044230876	-0.465314136	-0.297	-0.517	-0.154	-0.235	-84.25	-82.716	-16.687	-28.904	-22.781	1
ENSG00000136492	91.855912294	-0.013903026	5.38E-13	6.16E-28	0.36	0.007160837	-0.428851495	0.872	0.749	0.232	0.356	-39.662	-73.362	47.712	70.947	-11.873	
ENSG00000103549	96.054454551	3.006492985	0.999994909	0.997501826009199	0.542999999999999	0.008355581	-0.362903226	1.169	1.328	1.53	1.45	48.902	8.324	-6.138	62.391	12.992	
ENSG00000160202	61.93000422	1.045754326	0.521020324	0.159662578924567	0.745	0.064270713	-0.431372549	0.078	0.593	-0.343	-0.016	-52.489	-73.822	-34.392	-46.306	-20.448	0
ENSG00000120733	98.566351425	4.991610329	0.999999999	0.999999999999939		0.598649548	-0.444472681	0.594	0.906	-0.046	-0.19	-59.054	-34.921	-28.494	-26.594	-16.176	
ENSG00000105879	93.916029155	1.021584331	0.997784848	0.999864480600978		0.282980037	-0.241803279	0.868	0.536	0.763	0.63	30.546	21.363	15.564	-20.22	2.468	
ENSG00000183323	29.5885789999999	-0.853576	8.05E-06	3.80E-15	0.077		-0.526801153	0.397	0.847	-0.128	0.423	-67.82	-63.199	-24.302	-44.994	-12.243	
ENSG00000169550	30.6848985	-1.515409471	3.93E-05	6.03E-12	0.014	0.006842994		0.185	0.199	0.577	0.64	-73.044	-19.632	-19.918	-29.575	-13.443	
ENSG00000164620	35.78700078	0.19365338	0.800132421	0.013855962708956	0.409	0.101415196	-0.525562372	0.298	0.197	0.536	0.612	-89.782	-56.032	-35.861	-2.293	-14.729	
ENSG00000149970	96.74556213	3.512282692	0.999748049		0.631	0.145077282	-0.518518519	0.012	-0.295	-0.132	-0.393	-139.2	-81.763	-26.611	-28.687	-23.536	
ENSG00000179934	43.49737968	-0.378804404	0.017625819	0.001118276539371	0.5	0.019566621	-0.5	0.148	-0.025	-0.125	0.2	-98.063	-64.432	-10.219	-21.888	-16.288	0
ENSG00000104331	73.90518643	1.022970584	0.327579022	0.582471699002992	0.758	0.087844988	-0.488431877	0.186	-0.086	-0.205	-0.293	-128.318	-18.466	-19.894	-38.972	-17.306	1
ENSG00000184672	39.70242756	0.186330194	0.029690036	0.09763898462355	0.158	0.014545418		0.099	-0.026	-0.267	-0.299	-84.958	-55.763	-37.658	-35.111	-22.157	
ENSG00000236515	49.11149931	1.123606822	0.012159363	0.002119224669062	0.565	0.031604714		0.76	1.425	0.145	0.508	15.734	-16.874	-13	-27.319	3.147	
ENSG00000182584	31.70290946	0.920641684	0.001052601	1.46E-06				0.33	0.119	0.322	0.031	-54.197	-26.627	1.918	-44.455	-8.374	
ENSG00000163479	45.92494428	0.999918719	0.822108921	0.621375687045808	0.717	0.098744347	-0.382	-0.172	0.14	0.446	-0.014	-94.65	-47.137	-18.179	-27.455	-0.894	
ENSG00000116497	71.57400157	-0.532933371	0.947039389	0.37120521794609	0.822	0.033989052	-0.497318236	0.402	0.49	0.299	0.195	-58.442	-37.683	-33.115	-40.08	-20.87	
ENSG00000183060	7.28871755	-0.1487082	1.73E-05	9.52E-12	0.144	0.002110005	-0.596153846	-0.276	-0.163	-0.281	-0.221	-67.369	-25.864	-25.637	-35.636	-12.725	
ENSG00000117122	49.96686947	0.554152266	1.24E-04	0.032108956891919	0.744	0.004679929	-0.542553191	0.007	0.598	0.032	0.111	-61.796	-17.644	-19.92	-34.707	-7.289	0
ENSG00000167842	53.81603518	0.408244742	0.020597647	0.001800610175598	0.573	0.073886087	-0.040358744	0.887	1.585	1.403	0.708	-14.37	-0.074	-0.786	17.971	2.536	
ENSG00000099956	76.57972411	4.508434668	0.996807634	0.997968373582033		0.250607684	-0.158469945	2.319	1.645	2.489	1.473	30.669	-5.402	-20.095	52.324	3.723	1
ENSG00000132874	21.13728089	-1.260924299	8.43E-14	1.36E-12	0.123	0.00382885	-0.555555556	-0.194	-0.059	-0.557	-0.052	-132.385	-70.426	-29.226	-52.343	-20.101	0
ENSG00000124233	8.76453225999999	-2.612924468	1.94E-14	2.16E-12	0.054	0.005532245		-0.227	-0.19	-0.127	-0.363	-49.627	-19.582	-7.145	-11.027	-4.178	0
ENSG00000265972	74.76658033	-1.664152384	0.252140354	0.309438536810702	0.532	0.051949854		-0.219	-0.049	0.121	-0.071	-81.739	-23.154	-26.077	-30.699	-9.247	0
ENSG00000165621	56.90621047	-1.074245609	8.64E-04	3.00E-04	0.487	0.007603916	-0.620689655	-0.079	-0.465	0.049	-0.153	-68.998	-14.137	-10.679	-28.967	-10.412	0
ENSG00000054179	24.42623938	-1.084758829	9.49E-07	9.71E-08	0.102999999999999		-0.818181818	0.198	0.257	0.15	0.471	-90.918	5.362	-19.689	-33.727	-17.094	0
ENSG00000135749	10.6680320499999	-0.19191802	7.55E-14	1.35E-23	0.166	0.010322084	-0.505440696	0.258	0.908	0.255	0.403	-72.247	-40.795	-9.211	-22.22	-14.084	
ENSG00000186862	46.55141257	0.662288665	0.722769808		0.384	0.014237653	-0.475391499	0.486	0.99	0.275	0.568	-78.552	-0.254	-6.855	8.034	-4.919	0
ENSG00000183908	89.06692368	-0.61097049	0.677224186	0.079771106093508	0.665	0.098369644		0.134	0.096	-0.009	-0.128	-32.59	-57.499	-30.687	-39.484	-12.612	
ENSG00000160282	5.04186495	-1.143090716	4.30E-08	5.44E-14	0.635	0.006152781	-0.503778338	0.296	0.482	0.125	0.54	-37.894	-36.884	-25.836	10.129	-8.586	
ENSG00000174989	10.09577736	-0.27037913	8.69E-13	6.79E-20	0.005	0.006193672	-0.506449423	0.041	0.507	-0.129	-0.076	-131.59	-34.403	-20.16	-35.117	-18.759	1
ENSG00000166311	25.96831516	0.402399275	4.20E-07	1.54E-09	0.9565	0.007679688	-0.555555556	-0.06	0.205	0.037	-0.058	-55.504	-15.35	-8.758	-35.711	1.425	0
ENSG00000130508	95.421962532	2.733611523	2.04E-05	4.25E-06		0.022071878	-0.483606557	0.01	0.042	-0.172	-0.076	-131.592	-73.071	-23.414	-40.394	-11.428	
ENSG00000198160	61.35774953	1.125215779	0.966295466	0.987256656471707	0.261	0.087490119	-0.470468432	-0.221	-0.135	-0.178	-0.336	-63.752	-53.906	-21.163	-48.55	-17.27	0
ENSG00000107798	47.88265767	-0.145648507	0.011277804	1.08E-09	0.066	0.013030014	-0.473134328	-0.035	0.025	-0.228	0.238	-121.69	-59.649	-2.9	-2.571	-15.751	0
ENSG00000011083	80.3023914199999	0.199093766	7.15E-06	1.96E-07	0.527	0.011698708	-0.483870968	0.31	0.826	0.088	-0.203	-137.361	-31.587	-19.795	-0.273	-19.328	
ENSG00000135040	63.00825251	3.447701974	0.999995237	0.999995729043066		0.430680487	-0.503116652	1.071	1.117	0.692	0.912	15.126	31.376	-20.492	-27.867	15.054	
ENSG00000140090	33.0763207	0.949594579	3.17E-06	0.001931449491289	0.129	0.013474638	-0.510538642	0.22	-0.462	0.038	0.257	-78.111	-33.139	-25.272	-28.531	-20.02	1
ENSG00000165914	81.7902536	1.971768097	0.999902561	0.99934413867224	0.822	0.240976865	-0.510125557	-0.102	0	0.227	0.316	-115.922	-52.098	-7.184	-54.281	-8.16	
ENSG00000229493	21.39027769	1.223632775	0.009355929					0.337	0.477	-0.238	-0.085	-13.147	-8.149				
ENSG00000064703	49.17776038	-0.92422043	4.19E-07	7.76E-13	0.100999999999999	0.006272402	-0.107692308	1.503	3.49	2.523	2.457	95.526	60.874	20.699	51.475	37.92	1
ENSG00000244165	3.21064995999999	-1.748800735	9.08E-08	1.50E-14	0.292	9.17E-04	-0.5	0.348	0.694	0.238	0.291	-66.344	-80.767	-0.471	-20.609	-13.414	
ENSG00000185989	96.771278839	1.892083543	4.34E-04	7.03E-06	0.808999999999999	0.019419393	-0.568718381	0.157	0.686	1.159	0.022	-131.605	-82.538	-29.294	-21.25	-14.982	1
ENSG00000146828	93.28956087	3.351046549	2.37E-06	1.88E-12		0.014714919	-0.561643836	0.416	1.629	0.109	0.102	-86.423	2.902	0.355	-35.938	-10.688	
ENSG00000154783	76.04361183	-0.103798323	0.994386979	0.999999717791595	0.828	0.042300125	-0.534653465	0.593	1.871	0.93	1.024	-75.461	-46.374	-28.291	-46.361	-18.029	1
ENSG00000129055	49.55123185	-0.523611921	0.001349795	0.037459365391245	0.424	0.007038539	-0.218114603	0.547	0.702	0.493	0.281	-9.894	-6.984	22.198	-4.27	-8.502	
ENSG00000124216	73.63411843	1.745419825	0.367002591	0.900293417107672	0.768	0.048035457	-0.468085106	-0.108	-0.281	0.299	0.137	-137.178	-18.165	-6.268	-19.736	-16.24	1
ENSG00000128849	11.4872598	-3.45558584	9.05E-14	5.96E-17	0.097	0.010064425	-0.504211278	0.638	0.533	0.149	0.31	-148.404	-54.487	-35.298	-46.424	-23.825	
ENSG00000006194	55.14728028	0.211400975	0.008180516	8.13E-06	0.27	0.024096159	-0.506238004	-0.057	-0.214	-0.305	0.054	-61.726	-20.748	7.144	-27.847	-13.264	
ENSG00000087494	59.87591109	1.641030312	0.921296518	0.955669267353666	0.761	0.090211923	-0.542910448	0.136	0.67	0.249	-0.233	-75.836	-19.802	-24.623	-35.879	-8.615	1
ENSG00000164794	76.04963556	4.873085257	0.778125704	0.958904359954076	0.9134	0.097278048		-0.086	-0.029	-0.282	-0.179	-60.658	-38.914	-29.467	-41.409	-22.382	0
ENSG00000169856	51.18366363	2.497867148	0.209132853	0.151196702939891	0.9698	0.078359184	-0.387096774	-0.277	-0.03	0.073	0.186	-96.405	-44.351	-17.777	-45.981	-13.763	1
ENSG00000133835	58.54466598	-1.184270734	1.82E-05	6.62E-09	0.767	0.014292585	-0.517948718	0.075	0.429	-0.118	0.029	-104.81	-61.006	-26.477	-47.444	-13.797	1
ENSG00000090060	86.57912174	3.505907121	0.99997169	0.523057904060443	0.879	0.229290422	-0.49433657	-0.111	0.542	0.52	0.077	29.295	-17.019	0.02	-27.822	-4.951	
ENSG00000115828	44.58767544	-1.810678735	1.87E-08	3.56E-11	0.124	0.001328251	-0.52970297	-0.332	-0.165	-0.166	-0.093	-52.534	-17.703	-16.796	-32.617	-8.753	
ENSG00000170423	2.07818806	-1.493063497	2.06E-08	2.08E-08	0.827	0.007455028	-0.5	1.031	1.527	0.917	0.628	-100.014	-12.775	-17.058	-38.153	-4.584	
ENSG00000143627	65.03222697	1.975719577	1.00E-05	5.36E-04	0.9391	0.013650147	-0.453703704	-0.101	0.054	-0.086	0.327	-93.204	6.706	-5.546	-54.275	-11.056	
ENSG00000103061	15.10149991	1.767854016	0.807327025	0.057427242523331	0.653	0.092565554	-0.060869565	2.491	2.718	1.896	2.078	250.526	150.154	51.359	77.132	34.993	
ENSG00000174231	99.89759653	10.54865977	0.999999999		0.816	0.119450906	-0.098214286	2.731	4.544	3.877	2.57	138.442	134.475	67.714	72.204	32.461	
ENSG00000174348	36.82308295	1.552808343	5.20E-07	3.55E-10	0.229999999999999	0.011122815	-0.615384615	0.283	0.6	0.208	0.525	-108.944	-60.528	-27.819	-23.682	-12.432	0
ENSG00000170142	57.24956328	2.214844671	0.872957997	0.809699511228988	0.834	0.233053802	-0.482458964	0.734	0.259	0.176	0.048	-52.25	-38.467	0.428	-4.27	-11.216	
ENSG00000283024	71.21860129	1.786320462	0.536354315	0.025028839074736	0.745	0.026255674		-0.005	-0.207	-0.151	-0.077	-26.232	-15.58	-7.012	-9.254	-4.117	
ENSG00000122390	46.77429071	0.706638415	0.908883492	0.921838836347033		0.074276215	-0.497805815	0.077	-0.218	0.002	0.323	-65.467	-58.398	-12.533	-17.939	-11.716	
ENSG00000110713	26.41407144	0.349280361	0.999999979	0.999999999642613	0.99607	0.178084363	-0.073993471	1.496	2.276	1.362	1.339	105.421	107.263	32.073	41.623	6.829	1
ENSG00000196839	42.76248419	-0.181264702	2.83E-09	4.92E-05	0.828	0.006312065	-0.555555556	-0.015	0.146	-0.071	-0.202	-151.203	-42.485	-29.426	-28.761	-9.064	1
ENSG00000163815	67.53207638	1.848632792	3.80E-04	0.005448254781288	0.466999999999999	0.009006256	-0.3	0.711	1.016	0.724	0.674	-44.07	-25.193	14.042	-21.96	-10.185	0
ENSG00000028277	69.61628818	2.177822094	0.97379428	0.468155362769644	0.815	0.104901253	-0.505763689	0.387	1.312	0.28	1.856	-81.509	-74.209	-33.404	-44.933	-16.628	1
ENSG00000213593	36.18456719	0.649702245	0.429913785	0.011949721968204	0.726	0.031247811	-0.196153846	1.956	2.738	2.476	1.972	-11.483	6.391	-21.446	-7.449	24.01	
ENSG00000197930	75.9291608899999	0.746948561	0.446965589	0.903346032145902	0.595	0.031903426	-0.540168324	-0.251	-0.253	-0.325	-0.236	-91.487	-34.655	-27.339	-30.444	-16.211	
ENSG00000134287	62.24926209	3.010543372	0.622731324	0.883538070786305	0.703	0.074832287	-0.424	0.144	0.482	-0.007	-0.053	-36.302	-7.336	9.972	26.818	-14.553	0
